timestamp,temperature_c,humidity_pct
2023-04-09 12:00:00+05:30,33.8,12
2023-04-09 13:00:00+05:30,34.0,12
2023-04-09 14:00:00+05:30,33.9,13
2023-04-09 15:00:00+05:30,33.5,14
2023-04-09 16:00:00+05:30,33.2,14
2023-04-09 17:00:00+05:30,32.3,14
2023-04-09 18:00:00+05:30,29.3,18
2023-04-09 19:00:00+05:30,26.4,23
2023-04-09 20:00:00+05:30,26.7,21
2023-04-09 21:00:00+05:30,25.3,26
2023-04-09 22:00:00+05:30,22.4,33
2023-04-09 23:00:00+05:30,22.9,31
2023-04-10 00:00:00+05:30,22.5,31
2023-04-10 01:00:00+05:30,20.7,37
2023-04-10 02:00:00+05:30,19.2,42
2023-04-10 03:00:00+05:30,21.3,37
2023-04-10 04:00:00+05:30,21.1,39
2023-04-10 05:00:00+05:30,21.0,40
2023-04-10 06:00:00+05:30,20.5,43
2023-04-10 07:00:00+05:30,21.7,44
2023-04-10 08:00:00+05:30,25.7,32
2023-04-10 09:00:00+05:30,29.1,25
2023-04-10 10:00:00+05:30,31.7,21
2023-04-10 11:00:00+05:30,33.2,17
2023-04-10 12:00:00+05:30,33.7,16
2023-04-10 13:00:00+05:30,34.0,16
2023-04-10 14:00:00+05:30,34.0,16
2023-04-10 15:00:00+05:30,34.2,15
2023-04-10 16:00:00+05:30,33.9,14
2023-04-10 17:00:00+05:30,32.8,16
2023-04-10 18:00:00+05:30,30.2,19
2023-04-10 19:00:00+05:30,28.1,21
2023-04-10 20:00:00+05:30,25.9,25
2023-04-10 21:00:00+05:30,25.2,27
2023-04-10 22:00:00+05:30,24.9,28
2023-04-10 23:00:00+05:30,23.8,30
2023-04-11 00:00:00+05:30,22.2,34
2023-04-11 01:00:00+05:30,21.5,37
2023-04-11 02:00:00+05:30,20.7,39
2023-04-11 03:00:00+05:30,20.7,38
2023-04-11 04:00:00+05:30,20.3,38
2023-04-11 05:00:00+05:30,20.0,44
2023-04-11 06:00:00+05:30,20.5,42
2023-04-11 07:00:00+05:30,23.0,36
2023-04-11 08:00:00+05:30,26.1,32
2023-04-11 09:00:00+05:30,29.4,26
2023-04-11 10:00:00+05:30,32.3,22
2023-04-11 11:00:00+05:30,34.0,18
2023-04-11 12:00:00+05:30,34.9,16
2023-04-11 13:00:00+05:30,35.8,15
2023-04-11 14:00:00+05:30,36.8,11
2023-04-11 15:00:00+05:30,36.4,11
2023-04-11 16:00:00+05:30,35.8,13
2023-04-11 17:00:00+05:30,34.6,15
2023-04-11 18:00:00+05:30,32.0,19
2023-04-11 19:00:00+05:30,30.2,22
2023-04-11 20:00:00+05:30,29.5,21
2023-04-11 21:00:00+05:30,28.5,22
2023-04-11 22:00:00+05:30,27.4,24
2023-04-11 23:00:00+05:30,25.0,28
2023-04-12 00:00:00+05:30,24.3,29
2023-04-12 01:00:00+05:30,23.8,31
2023-04-12 02:00:00+05:30,24.9,30
2023-04-12 03:00:00+05:30,25.5,29
2023-04-12 04:00:00+05:30,25.5,28
2023-04-12 05:00:00+05:30,23.2,40
2023-04-12 06:00:00+05:30,24.9,37
2023-04-12 07:00:00+05:30,26.7,35
2023-04-12 08:00:00+05:30,29.8,29
2023-04-12 09:00:00+05:30,32.7,24
2023-04-12 10:00:00+05:30,34.6,19
2023-04-12 11:00:00+05:30,36.3,16
2023-04-12 12:00:00+05:30,36.9,15
2023-04-12 13:00:00+05:30,37.2,14
2023-04-12 14:00:00+05:30,37.4,14
2023-04-12 15:00:00+05:30,36.6,15
2023-04-12 16:00:00+05:30,35.6,16
2023-04-12 17:00:00+05:30,34.1,18
2023-04-12 18:00:00+05:30,31.9,23
2023-04-12 19:00:00+05:30,29.6,29
2023-04-12 20:00:00+05:30,28.2,31
2023-04-12 21:00:00+05:30,27.1,33
2023-04-12 22:00:00+05:30,26.1,35
2023-04-12 23:00:00+05:30,25.9,34
2023-04-13 00:00:00+05:30,25.2,34
2023-04-13 01:00:00+05:30,23.5,39
2023-04-13 02:00:00+05:30,22.6,43
2023-04-13 03:00:00+05:30,22.4,43
2023-04-13 04:00:00+05:30,22.0,41
2023-04-13 05:00:00+05:30,22.5,45
2023-04-13 06:00:00+05:30,22.7,44
2023-04-13 07:00:00+05:30,25.1,39
2023-04-13 08:00:00+05:30,28.6,33
2023-04-13 09:00:00+05:30,32.1,28
2023-04-13 10:00:00+05:30,34.8,22
2023-04-13 11:00:00+05:30,36.4,16
2023-04-13 12:00:00+05:30,37.4,13
2023-04-13 13:00:00+05:30,38.1,11
2023-04-13 14:00:00+05:30,38.2,11
2023-04-13 15:00:00+05:30,37.8,11
2023-04-13 16:00:00+05:30,37.2,11
2023-04-13 17:00:00+05:30,36.3,13
2023-04-13 18:00:00+05:30,33.5,17
2023-04-13 19:00:00+05:30,31.6,20
2023-04-13 20:00:00+05:30,30.3,20
2023-04-13 21:00:00+05:30,28.8,22
2023-04-13 22:00:00+05:30,28.3,23
2023-04-13 23:00:00+05:30,26.8,26
2023-04-14 00:00:00+05:30,26.4,28
2023-04-14 01:00:00+05:30,24.5,33
2023-04-14 02:00:00+05:30,23.3,36
2023-04-14 03:00:00+05:30,23.1,37
2023-04-14 04:00:00+05:30,21.9,40
2023-04-14 05:00:00+05:30,22.0,44
2023-04-14 06:00:00+05:30,22.7,45
2023-04-14 07:00:00+05:30,25.6,39
2023-04-14 08:00:00+05:30,29.7,31
2023-04-14 09:00:00+05:30,32.9,26
2023-04-14 10:00:00+05:30,35.4,20
2023-04-14 11:00:00+05:30,36.8,16
2023-04-14 12:00:00+05:30,37.7,13
2023-04-14 13:00:00+05:30,38.0,12
2023-04-14 14:00:00+05:30,38.1,11
2023-04-14 15:00:00+05:30,37.8,11
2023-04-14 16:00:00+05:30,37.4,12
2023-04-14 17:00:00+05:30,36.6,14
2023-04-14 18:00:00+05:30,33.6,17
2023-04-14 19:00:00+05:30,31.8,21
2023-04-14 20:00:00+05:30,30.0,22
2023-04-14 21:00:00+05:30,28.2,23
2023-04-14 22:00:00+05:30,26.7,24
2023-04-14 23:00:00+05:30,24.8,30
2023-04-15 00:00:00+05:30,24.0,33
2023-04-15 01:00:00+05:30,23.4,35
2023-04-15 02:00:00+05:30,22.7,38
2023-04-15 03:00:00+05:30,22.2,39
2023-04-15 04:00:00+05:30,22.7,36
2023-04-15 05:00:00+05:30,21.6,43
2023-04-15 06:00:00+05:30,22.8,43
2023-04-15 07:00:00+05:30,25.9,36
2023-04-15 08:00:00+05:30,30.5,29
2023-04-15 09:00:00+05:30,34.7,21
2023-04-15 10:00:00+05:30,37.7,15
2023-04-15 11:00:00+05:30,39.2,10
2023-04-15 12:00:00+05:30,39.8,9
2023-04-15 13:00:00+05:30,39.9,9
2023-04-15 14:00:00+05:30,39.6,9
2023-04-15 15:00:00+05:30,39.3,9
2023-04-15 16:00:00+05:30,38.8,10
2023-04-15 17:00:00+05:30,37.6,11
2023-04-15 18:00:00+05:30,36.8,12
2023-04-15 19:00:00+05:30,30.7,19
2023-04-15 20:00:00+05:30,29.6,20
2023-04-15 21:00:00+05:30,29.6,22
2023-04-15 22:00:00+05:30,27.1,26
2023-04-15 23:00:00+05:30,27.1,25
2023-04-16 00:00:00+05:30,26.0,27
2023-04-16 01:00:00+05:30,25.0,29
2023-04-16 02:00:00+05:30,23.7,33
2023-04-16 03:00:00+05:30,25.9,27
2023-04-16 04:00:00+05:30,22.9,34
2023-04-16 05:00:00+05:30,25.5,33
2023-04-16 06:00:00+05:30,25.0,36
2023-04-16 07:00:00+05:30,26.6,36
2023-04-16 08:00:00+05:30,30.3,29
2023-04-16 09:00:00+05:30,33.3,25
2023-04-16 10:00:00+05:30,35.4,23
2023-04-16 11:00:00+05:30,37.5,20
2023-04-16 12:00:00+05:30,38.9,17
2023-04-16 13:00:00+05:30,39.2,14
2023-04-16 14:00:00+05:30,39.5,13
2023-04-16 15:00:00+05:30,39.1,14
2023-04-16 16:00:00+05:30,38.6,13
2023-04-16 17:00:00+05:30,38.0,13
2023-04-16 18:00:00+05:30,35.1,17
2023-04-16 19:00:00+05:30,32.6,23
2023-04-16 20:00:00+05:30,31.4,25
2023-04-16 21:00:00+05:30,30.3,27
2023-04-16 22:00:00+05:30,29.0,30
2023-04-16 23:00:00+05:30,27.7,33
2023-04-17 00:00:00+05:30,25.7,39
2023-04-17 01:00:00+05:30,25.4,41
2023-04-17 02:00:00+05:30,24.5,42
2023-04-17 03:00:00+05:30,27.5,33
2023-04-17 04:00:00+05:30,28.0,31
2023-04-17 05:00:00+05:30,24.7,45
2023-04-17 06:00:00+05:30,25.3,44
2023-04-17 07:00:00+05:30,27.4,39
2023-04-17 08:00:00+05:30,30.6,32
2023-04-17 09:00:00+05:30,34.3,26
2023-04-17 10:00:00+05:30,36.9,21
2023-04-17 11:00:00+05:30,38.6,17
2023-04-17 12:00:00+05:30,39.1,14
2023-04-17 13:00:00+05:30,39.5,14
2023-04-17 14:00:00+05:30,39.6,13
2023-04-17 15:00:00+05:30,39.3,13
2023-04-17 16:00:00+05:30,38.7,13
2023-04-17 17:00:00+05:30,37.7,14
2023-04-17 18:00:00+05:30,35.6,15
2023-04-17 19:00:00+05:30,32.8,18
2023-04-17 20:00:00+05:30,31.6,20
2023-04-17 21:00:00+05:30,34.7,16
2023-04-17 22:00:00+05:30,33.3,18
2023-04-17 23:00:00+05:30,28.6,25
2023-04-18 00:00:00+05:30,28.2,25
2023-04-18 01:00:00+05:30,26.4,30
2023-04-18 02:00:00+05:30,24.4,37
2023-04-18 03:00:00+05:30,24.0,39
2023-04-18 04:00:00+05:30,25.0,36
2023-04-18 05:00:00+05:30,25.1,39
2023-04-18 06:00:00+05:30,25.7,37
2023-04-18 07:00:00+05:30,28.8,32
2023-04-18 08:00:00+05:30,32.8,25
2023-04-18 09:00:00+05:30,34.6,22
2023-04-18 10:00:00+05:30,37.1,19
2023-04-18 11:00:00+05:30,38.7,16
2023-04-18 12:00:00+05:30,39.6,15
2023-04-18 13:00:00+05:30,39.8,14
2023-04-18 14:00:00+05:30,39.3,14
2023-04-18 15:00:00+05:30,39.1,14
2023-04-18 16:00:00+05:30,38.5,16
2023-04-18 17:00:00+05:30,38.3,15
2023-04-18 18:00:00+05:30,35.0,20
2023-04-18 19:00:00+05:30,33.7,19
2023-04-18 20:00:00+05:30,32.9,19
2023-04-18 21:00:00+05:30,32.7,20
2023-04-18 22:00:00+05:30,32.0,23
2023-04-18 23:00:00+05:30,30.9,24
2023-04-19 00:00:00+05:30,29.7,26
2023-04-19 01:00:00+05:30,28.0,29
2023-04-19 02:00:00+05:30,26.1,34
2023-04-19 03:00:00+05:30,25.4,36
2023-04-19 04:00:00+05:30,24.4,39
2023-04-19 05:00:00+05:30,25.9,46
2023-04-19 06:00:00+05:30,25.4,47
2023-04-19 07:00:00+05:30,27.1,43
2023-04-19 08:00:00+05:30,29.5,37
2023-04-19 09:00:00+05:30,32.0,31
2023-04-19 10:00:00+05:30,34.2,26
2023-04-19 11:00:00+05:30,35.5,23
2023-04-19 12:00:00+05:30,36.7,21
2023-04-19 13:00:00+05:30,37.9,18
2023-04-19 14:00:00+05:30,37.1,19
2023-04-19 15:00:00+05:30,36.5,18
2023-04-19 16:00:00+05:30,35.2,21
2023-04-19 17:00:00+05:30,28.3,45
2023-04-19 18:00:00+05:30,29.0,43
2023-04-19 19:00:00+05:30,28.3,42
2023-04-19 20:00:00+05:30,27.3,46
2023-04-19 21:00:00+05:30,26.5,50
2023-04-19 22:00:00+05:30,25.7,54
2023-04-19 23:00:00+05:30,26.3,51
2023-04-20 00:00:00+05:30,24.0,60
2023-04-20 01:00:00+05:30,25.5,53
2023-04-20 02:00:00+05:30,25.3,54
2023-04-20 03:00:00+05:30,24.7,56
2023-04-20 04:00:00+05:30,22.6,63
2023-04-20 05:00:00+05:30,24.1,67
2023-04-20 06:00:00+05:30,24.4,64
2023-04-20 07:00:00+05:30,25.6,57
2023-04-20 08:00:00+05:30,28.1,48
2023-04-20 09:00:00+05:30,30.9,37
2023-04-20 10:00:00+05:30,32.4,31
2023-04-20 11:00:00+05:30,33.7,28
2023-04-20 12:00:00+05:30,34.6,25
2023-04-20 13:00:00+05:30,34.8,23
2023-04-20 14:00:00+05:30,34.8,24
2023-04-20 15:00:00+05:30,34.8,24
2023-04-20 16:00:00+05:30,34.0,23
2023-04-20 17:00:00+05:30,25.6,55
2023-04-20 18:00:00+05:30,28.4,42
2023-04-20 19:00:00+05:30,27.6,45
2023-04-20 20:00:00+05:30,26.8,47
2023-04-20 21:00:00+05:30,26.0,51
2023-04-20 22:00:00+05:30,25.0,56
2023-04-20 23:00:00+05:30,24.8,55
2023-04-21 00:00:00+05:30,24.9,50
2023-04-21 01:00:00+05:30,23.6,51
2023-04-21 02:00:00+05:30,22.8,54
2023-04-21 03:00:00+05:30,22.2,57
2023-04-21 04:00:00+05:30,22.0,59
2023-04-21 05:00:00+05:30,22.9,60
2023-04-21 06:00:00+05:30,23.1,59
2023-04-21 07:00:00+05:30,25.0,53
2023-04-21 08:00:00+05:30,27.9,43
2023-04-21 09:00:00+05:30,30.1,38
2023-04-21 10:00:00+05:30,32.0,33
2023-04-21 11:00:00+05:30,33.6,24
2023-04-21 12:00:00+05:30,34.8,19
2023-04-21 13:00:00+05:30,35.1,17
2023-04-21 14:00:00+05:30,35.5,16
2023-04-21 15:00:00+05:30,34.9,17
2023-04-21 16:00:00+05:30,34.4,17
2023-04-21 17:00:00+05:30,34.1,14
2023-04-21 18:00:00+05:30,32.3,16
2023-04-21 19:00:00+05:30,30.1,19
2023-04-21 20:00:00+05:30,28.5,23
2023-04-21 21:00:00+05:30,27.1,30
2023-04-21 22:00:00+05:30,26.0,31
2023-04-21 23:00:00+05:30,26.6,27
2023-04-22 00:00:00+05:30,25.7,29
2023-04-22 01:00:00+05:30,25.3,30
2023-04-22 02:00:00+05:30,22.6,38
2023-04-22 03:00:00+05:30,21.5,43
2023-04-22 04:00:00+05:30,22.7,41
2023-04-22 05:00:00+05:30,20.7,61
2023-04-22 06:00:00+05:30,22.5,55
2023-04-22 07:00:00+05:30,25.0,47
2023-04-22 08:00:00+05:30,28.0,38
2023-04-22 09:00:00+05:30,30.6,29
2023-04-22 10:00:00+05:30,32.7,22
2023-04-22 11:00:00+05:30,33.6,16
2023-04-22 12:00:00+05:30,34.9,14
2023-04-22 13:00:00+05:30,35.1,14
2023-04-22 14:00:00+05:30,35.1,13
2023-04-22 15:00:00+05:30,34.7,13
2023-04-22 16:00:00+05:30,34.5,13
2023-04-22 17:00:00+05:30,33.9,12
2023-04-22 18:00:00+05:30,31.9,14
2023-04-22 19:00:00+05:30,29.6,17
2023-04-22 20:00:00+05:30,29.0,16
2023-04-22 21:00:00+05:30,27.9,17
2023-04-22 22:00:00+05:30,26.7,20
2023-04-22 23:00:00+05:30,25.1,24
2023-04-23 00:00:00+05:30,23.8,27
2023-04-23 01:00:00+05:30,23.1,30
2023-04-23 02:00:00+05:30,22.6,33
2023-04-23 03:00:00+05:30,22.0,36
2023-04-23 04:00:00+05:30,21.1,39
2023-04-23 05:00:00+05:30,22.9,37
2023-04-23 06:00:00+05:30,22.6,41
2023-04-23 07:00:00+05:30,24.9,36
2023-04-23 08:00:00+05:30,27.6,29
2023-04-23 09:00:00+05:30,28.9,24
2023-04-23 10:00:00+05:30,31.1,19
2023-04-23 11:00:00+05:30,32.5,16
2023-04-23 12:00:00+05:30,33.6,14
2023-04-23 13:00:00+05:30,33.4,15
2023-04-23 14:00:00+05:30,33.2,15
2023-04-23 15:00:00+05:30,33.2,15
2023-04-23 16:00:00+05:30,33.0,15
2023-04-23 17:00:00+05:30,30.1,20
2023-04-23 18:00:00+05:30,28.3,24
2023-04-23 19:00:00+05:30,26.5,28
2023-04-23 20:00:00+05:30,25.3,33
2023-04-23 21:00:00+05:30,23.8,37
2023-04-23 22:00:00+05:30,22.7,42
2023-04-23 23:00:00+05:30,23.7,40
2023-04-24 00:00:00+05:30,21.7,46
2023-04-24 01:00:00+05:30,21.1,47
2023-04-24 02:00:00+05:30,21.0,45
2023-04-24 03:00:00+05:30,20.1,49
2023-04-24 04:00:00+05:30,19.8,51
2023-04-24 05:00:00+05:30,20.1,50
2023-04-24 06:00:00+05:30,20.3,55
2023-04-24 07:00:00+05:30,22.8,46
2023-04-24 08:00:00+05:30,25.2,40
2023-04-24 09:00:00+05:30,27.2,34
2023-04-24 10:00:00+05:30,29.9,28
2023-04-24 11:00:00+05:30,31.5,22
2023-04-24 12:00:00+05:30,31.6,22
2023-04-24 13:00:00+05:30,32.1,21
2023-04-24 14:00:00+05:30,31.6,22
2023-04-24 15:00:00+05:30,30.7,24
2023-04-24 16:00:00+05:30,30.1,26
2023-04-24 17:00:00+05:30,30.0,24
2023-04-24 18:00:00+05:30,28.8,28
2023-04-24 19:00:00+05:30,27.0,33
2023-04-24 20:00:00+05:30,25.7,36
2023-04-24 21:00:00+05:30,25.0,39
2023-04-24 22:00:00+05:30,24.4,41
2023-04-24 23:00:00+05:30,23.5,44
2023-04-25 00:00:00+05:30,22.7,48
2023-04-25 01:00:00+05:30,22.1,51
2023-04-25 02:00:00+05:30,21.3,53
2023-04-25 03:00:00+05:30,20.8,55
2023-04-25 04:00:00+05:30,20.3,57
2023-04-25 05:00:00+05:30,20.2,58
2023-04-25 06:00:00+05:30,20.8,57
2023-04-25 07:00:00+05:30,22.5,52
2023-04-25 08:00:00+05:30,25.2,45
2023-04-25 09:00:00+05:30,27.9,36
2023-04-25 10:00:00+05:30,29.7,30
2023-04-25 11:00:00+05:30,31.2,26
2023-04-25 12:00:00+05:30,32.3,24
2023-04-25 13:00:00+05:30,32.5,23
2023-04-25 14:00:00+05:30,32.9,23
2023-04-25 15:00:00+05:30,32.9,23
2023-04-25 16:00:00+05:30,32.8,23
2023-04-25 17:00:00+05:30,32.8,22
2023-04-25 18:00:00+05:30,30.4,30
2023-04-25 19:00:00+05:30,28.2,35
2023-04-25 20:00:00+05:30,26.7,38
2023-04-25 21:00:00+05:30,25.5,41
2023-04-25 22:00:00+05:30,25.1,42
2023-04-25 23:00:00+05:30,23.6,47
2023-04-26 00:00:00+05:30,22.3,53
2023-04-26 01:00:00+05:30,21.9,55
2023-04-26 02:00:00+05:30,21.7,56
2023-04-26 03:00:00+05:30,20.8,60
2023-04-26 04:00:00+05:30,20.8,61
2023-04-26 05:00:00+05:30,21.4,61
2023-04-26 06:00:00+05:30,22.6,56
